TESTOPID	TESTNAME	TESTSTART	TESTEND	PRODUCTTESTID	SERIALNUMBER	REVTIMEORDER	OPERATIONREPORT	FIRMWARE_VERSION	KALMAN_FILTER	MAG_DECL	ACC_GAIN_X	ACC_GAIN_Y	ACC_GAIN_Z	ACC_OFFSET_X	ACC_OFFSET_Y	ACC_OFFSET_Z	GYRO_GAIN_X	GYRO_GAIN_Y	GYRO_GAIN_Z	MAG_XMIN	MAG_XMAX	MAG_YMIN	MAG_YMAX	MAG_ZMIN	MAG_ZMAX	MAG_ROT_XX	MAG_ROT_XY	MAG_ROT_XZ	MAG_ROT_YX	MAG_ROT_YY	MAG_ROT_YZ	MAG_ROT_ZX	MAG_ROT_ZY	MAG_ROT_ZZ	GYRO_ROT_XX	GYRO_ROT_XY	GYRO_ROT_XZ	GYRO_ROT_YX	GYRO_ROT_YY	GYRO_ROT_YZ	GYRO_ROT_ZX	GYRO_ROT_ZY	GYRO_ROT_ZZ	ACC_ROT_XX	ACC_ROT_XY	ACC_ROT_XZ	ACC_ROT_YX	ACC_ROT_YY	ACC_ROT_YZ	ACC_ROT_ZX	ACC_ROT_ZY	ACC_ROT_ZZ
A02010788	AHRS-CALIBRATION-v3	2017/12/15-12:38:14	2017/12/15-12:38:14	A02010789	42	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.010751	-0.010138	0.028177	8.66	8.66	8.66	-1.0701	0.92985	-0.93973	1.0603	0.98631	-1.0137	1.0252	-0.098244	-0.0069073	-0.098244	1.0099	0.0065804	-0.0069073	0.0065804	0.97502	1	0	0	0	1	0	0	0	1	1.014	-0.0015899	0.00081012	-0.0015899	0.99492	0.002617	0.00081012	0.002617	0.99128
A01434236	AHRS-CALIBRATION-v1	2016/04/26-10:00:00	2016/04/26-10:00:00	A01434237	43	1	OK		False																																											
A01553704	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A01553705	43	2	OK	3.1	False	2.94000006	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.114615	0.096400	-0.126670	0.084345	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436018	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436019	43	3	OK		False	2.94000006	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.114615	0.096400	-0.126670	0.084345	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434234	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434235	43	4	OK		False	2.94000006	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.114615	0.096400	-0.126670	0.084345	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01503723	AHRS-CALIBRATION-v1	2016/09/12-02:08:38	2016/09/12-03:07:38	A01503724	46	1	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.0671842	0.160797	-0.129514	0.0984672	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01503721	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01503722	46	2	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.0671842	0.160797	-0.129514	0.0984672	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01495795	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01495796	46	3	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.0671842	0.160797	-0.129514	0.0984672	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435953	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435954	46	4	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.119983	0.102252	-0.126110	0.096125	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434218	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434219	46	5	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.119983	0.102252	-0.126110	0.096125	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434174	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434175	46	6	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.119983	0.102252	-0.126110	0.096125	0.09917360	-0.11812300	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434044	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434045	46	7	OK		False	0.0	0.001	0.001	0.001	0.014027	0.006618	-0.011690	8.66	8.66	8.66	-0.119983	0.102252	-0.126110	0.096125	0.09917360	-0.11812300																			1	0	0	0	1	0	0	0	1
A01434176	AHRS-CALIBRATION-v1	2016/04/22-10:00:00	2016/04/22-10:00:00	A01434177	46	8	OK		False																																											
A01434046	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434047	46	9	OK		False																																											
A01434040	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434041	46	10	OK		False																																											
A01434036	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434037	46	11	FAIL		False																																											
A01555187	AHRS-CALIBRATION-v3	2016/11/14-08:08:38	2016/11/15-05:07:38	A01555188	47	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.009204	0.008108	-0.004350	8.66	8.66	8.66	-0.136961	0.093814	-0.150006	0.080770	0.08559670	-0.1343819	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01521480	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521481	47	2	OK		False	0.0	0.001	0.001	0.001	0.009204	0.008108	-0.004350	8.66	8.66	8.66	-0.136961	0.093814	-0.150006	0.080770	0.08559670	-0.1343819	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01555183	AHRS-CALIBRATION-v3	2016/11/14-08:08:38	2016/11/15-05:07:38	A01555184	49	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.016907	0.009167	-0.021830	8.66	8.66	8.66	-0.090246	0.142086	-0.091931	0.140401	0.13497999	-0.0828170	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01521478	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521479	49	2	OK		False	0.0	0.001	0.001	0.001	0.016907	0.009167	-0.021830	8.66	8.66	8.66	-0.090246	0.142086	-0.091931	0.140401	0.13497999	-0.0828170	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01535864	AHRS-CALIBRATION-v1	2017/01/30-04:19:11	2017/01/30-04:19:11	A01535865	50	1	OK		False	0.0	0.001	0.001	0.001	0.0080774	-0.0078403	0.0061136	8.66	8.66	8.66	-1.0434	0.95665	-1.0612	0.93884	0.96665	-1.0334	0.96526	-0.0057714	0.00057031	-0.0057714	0.96197	0.0042363	0.00057031	0.0042363	1.077	1	0	0	0	1	0	0	0	1	1.0092	-0.0161	-0.0017887	-0.0161	0.9928	0.011006	-0.0017887	0.011006	0.99849
A02010193	AHRS-CALIBRATION-v3	2017/01/30-03:19:11	2017/01/30-03:19:11	A02010194	50	2	OK	4.1	False	0.0	0.001	0.001	0.001	0.0061136	-0.0078403	0.0080774	8.66	8.66	8.66	-1.0434	0.95665	-1.0612	0.93884	0.96665	-1.0334	1.077	0.0042363	0.00057031	0.0042363	0.96197	-0.0057714	0.00057031	-0.0057714	0.96526	1	0	0	0	1	0	0	0	1	0.99849	-0.0161	-0.0017887	0.011006	0.9928	-0.0161	-0.0017887	-0.0161	1.0092
A01551692	AHRS-CALIBRATION-v2	2017/01/18-10:36:40	2017/01/18-10:36:40	A01551693	50	3	OK		False	0.0	0.001	0.001	0.001	0.0069702	-0.012203	0.0075711	8.66	8.66	8.66	-1.0452	0.95482	-1.0629	0.93712	0.96689	-1.0331	0.96509	-0.0082031	0.00066833	-0.0082031	0.96663	0.0030658	0.00066833	0.0030658	1.072	1	0	0	0	1	0	0	0	1	1.0099	-0.022873	0.004571	-0.022873	0.99061	-0.0031348	0.004571	-0.0031348	1.0001
A01435955	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435956	52	1	OK		False	0.0	0.001	0.001	0.001	0.005959	-0.005218	-0.019050	8.66	8.66	8.66	-0.143119	0.076333	-0.152828	0.066624	0.07319670	-0.14225499	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434178	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434179	52	2	OK		False	0.0	0.001	0.001	0.001	0.005959	-0.005218	-0.019050	8.66	8.66	8.66	-0.143119	0.076333	-0.152828	0.066624	0.07319670	-0.14225499	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434049	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434050	52	3	OK		False	0.0	0.001	0.001	0.001	0.005959	-0.005218	-0.019050	8.66	8.66	8.66	-0.143119	0.076333	-0.152828	0.066624	0.07319670	-0.14225499																			1	0	0	0	1	0	0	0	1
A01434180	AHRS-CALIBRATION-v1	2016/04/22-10:00:00	2016/04/22-10:00:00	A01434181	52	4	OK		False																																											
A01434051	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434052	52	5	OK		False																																											
A01553668	AHRS-CALIBRATION-v2	2016/06/11-11:08:38	2016/06/12-11:07:38	A01553669	53	1	OK	2.0	False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.1671968	0.1468032	-0.158775	0.155225	0.125259	-0.184741	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01535743	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01535744	53	2	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.1671968	0.1468032	-0.158775	0.155225	0.125259	-0.184741	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485800	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01485801	53	3	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.1671968	0.1468032	-0.158775	0.155225	0.125259	-0.184741	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485779	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01485780	53	4	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.167197	0.16803	-0.158775	0.155225	0.125259	-0.184741	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01521545	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521546	54	1	OK		False	0.0	0.001	0.001	0.001	-0.000843	0.006861	-0.029000	8.66	8.66	8.66	-0.111147	0.127337	-0.135301	0.103182	0.115857	-0.103091	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01549932	AHRS-CALIBRATION-v1	2017/02/24-12:46:30	2017/02/24-12:46:30	A01549933	55	1	OK		False	0.0	0.001	0.001	0.001	-0.23788	-1.4346	1.4264	8.66	8.66	8.66	-0.94772	1.0523	-0.99463	1.0054	0.96217	-1.0378	0.98865	-0.0025251	-0.00037607	-0.0025251	0.95686	0.022801	-0.00037607	0.022801	1.0576	1	0	0	0	1	0	0	0	1	1.1865	-0.034156	0.04844	-0.034156	1.0978	0.44008	0.04844	0.44008	0.9481
A02003505	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02003506	56	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.022984	-0.002000	-0.018600	8.66	8.66	8.66	-0.141953	0.082132	-0.152268	0.071817	0.07751510	-0.13942599	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435957	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435958	56	2	OK		False	0.0	0.001	0.001	0.001	0.022984	-0.002000	-0.018600	8.66	8.66	8.66	-0.141953	0.082132	-0.152268	0.071817	0.07751510	-0.13942599	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434182	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434183	56	3	OK		False	0.0	0.001	0.001	0.001	0.022984	-0.002000	-0.018600	8.66	8.66	8.66	-0.141953	0.082132	-0.152268	0.071817	0.07751510	-0.13942599	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434053	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434054	56	4	OK		False	0.0	0.001	0.001	0.001	0.022984	-0.002000	-0.018600	8.66	8.66	8.66	-0.141953	0.082132	-0.152268	0.071817	0.07751510	-0.13942599																			1	0	0	0	1	0	0	0	1
A01434184	AHRS-CALIBRATION-v1	2016/04/22-10:00:00	2016/04/22-10:00:00	A01434185	56	5	OK		False																																											
A01434056	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434057	56	6	OK		False																																											
A01553670	AHRS-CALIBRATION-v2	2016/06/11-11:08:38	2016/06/12-11:07:38	A01553671	58	1	OK	2.0	False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.138319	0.175681	-0.157443	0.156557	0.136801	-0.173199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485775	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01485776	58	2	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.138319	0.175681	-0.157443	0.156557	0.136801	-0.173199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02019433	AHRS-CALIBRATION-v3	2018/07/20-12:29:54	2018/07/20-12:29:54	A02019434	59	1	OK	CLB	False	0.0	0.001	0.001	0.001	-0.0088924	0.004318	0.0072465	8.66	8.66	8.66	-0.99593	1.0041	-0.99222	1.0078	1.0069	-0.99309	0.95338	-0.0043427	0.0047523	-0.0043427	0.96649	0.0045941	0.0047523	0.0045941	1.0853	1	0	0	0	1	0	0	0	1	0.99259	-0.028194	0.00030823	-0.028194	1.0139	0.00010773	0.00030823	0.00010773	0.99446
A01553889	AHRS-CALIBRATION-v3	2017/01/30-05:05:38	2017/01/30-05:05:38	A01553890	60	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.0015609	0.005344	-0.025201	8.66	8.66	8.66	-1.0323	0.96766	-1.03	0.96996	0.97207	-1.0279	0.95488	-0.0074975	-0.0019292	-0.0074975	0.95692	-0.00091008	-0.0019292	-0.00091008	1.0945	1	0	0	0	1	0	0	0	1	1.0064	-0.01152	-0.005706	-0.01152	0.98975	0.018382	-0.005706	0.018382	1.0045
A01551688	AHRS-CALIBRATION-v1	2017/01/30-05:05:38	2017/01/30-05:05:38	A01551689	60	2	OK		False	0.0	0.001	0.001	0.001	0.0015609	0.005344	-0.025201	8.66	8.66	8.66	-1.0323	0.96766	-1.03	0.96996	0.97207	-1.0279	0.95488	-0.0074975	-0.0019292	-0.0074975	0.95692	-0.00091008	-0.0019292	-0.00091008	1.0945	1	0	0	0	1	0	0	0	1	1.0064	-0.01152	-0.005706	-0.01152	0.98975	0.018382	-0.005706	0.018382	1.0045
A02019435	AHRS-CALIBRATION-v3	2018/07/20-12:23:21	2018/07/20-12:23:21	A02019436	61	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01285	0.0096348	0.0049098	8.66	8.66	8.66	-0.97892	1.0211	-0.9856	1.0144	1.009	-0.99096	0.96906	-0.0067716	0.0027374	-0.0067716	0.96155	0.00088353	0.0027374	0.00088353	1.0733	1	0	0	0	1	0	0	0	1	1.0023	-0.022595	0.00022743	-0.022595	1.0111	-0.00085069	0.00022743	-0.00085069	0.98725
A01435959	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435960	65	1	OK		False	0.0	0.001	0.001	0.001	0.013990	0.004031	-0.031120	8.66	8.66	8.66	-0.122236	0.098252	-0.124022	0.096467	0.09486940	-0.11765200	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434186	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434187	65	2	OK		False	0.0	0.001	0.001	0.001	0.013990	0.004031	-0.031120	8.66	8.66	8.66	-0.122236	0.098252	-0.124022	0.096467	0.09486940	-0.11765200	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434061	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434062	65	3	OK		False	0.0	0.001	0.001	0.001	0.013990	0.004031	-0.031120	8.66	8.66	8.66	-0.122236	0.098252	-0.124022	0.096467	0.09486940	-0.11765200																			1	0	0	0	1	0	0	0	1
A01434188	AHRS-CALIBRATION-v1	2016/04/22-10:00:00	2016/04/22-10:00:00	A01434189	65	4	OK		False																																											
A01434063	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434064	65	5	OK		False																																											
A01434059	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434060	65	6	OK		False																																											
A01553585	AHRS-CALIBRATION-v3	2017/02/03-09:47:44	2017/02/03-09:47:44	A01553586	66	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.0042165	0.0071652	-0.0013023	8.66	8.66	8.66	-1.0147	0.9853	-1.0154	0.98465	0.99165	-1.0084	0.96554	-0.0074825	0.0011434	-0.0074825	0.9688	0.0068112	0.0011434	0.0068112	1.0692	1	0	0	0	1	0	0	0	1	0.99858	0.008544	-0.006584	0.008544	1.0074	0.035771	-0.006584	0.035771	0.9954
A01553583	AHRS-CALIBRATION-v2	2017/02/03-09:47:44	2017/02/03-09:47:44	A01553584	66	2	OK	4.1	False	0.0	0.001	0.001	0.001	0.0042165	0.0071652	-0.0013023	8.66	8.66	8.66	-1.0147	0.9853	-1.0154	0.98465	0.99165	-1.0084	0.96554	-0.0074825	0.0011434	-0.0074825	0.9688	0.0068112	0.0011434	0.0068112	1.0692	1	0	0	0	1	0	0	0	1	0.99858	0.008544	-0.006584	0.008544	1.0074	0.035771	-0.006584	0.035771	0.9954
A01551669	AHRS-CALIBRATION-v1	2017/02/03-09:47:44	2017/02/03-09:47:44	A01551670	66	3	OK		False	0.0	0.001	0.001	0.001	0.0042165	0.0071652	-0.0013023	8.66	8.66	8.66	-1.0147	0.9853	-1.0154	0.98465	0.99165	-1.0084	0.96554	-0.0074825	0.0011434	-0.0074825	0.9688	0.0068112	0.0011434	0.0068112	1.0692	1	0	0	0	1	0	0	0	1	0.99858	0.008544	-0.006584	0.008544	1.0074	0.035771	-0.006584	0.035771	0.9954
A02006113	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02006114	67	1	OK	4.1	False	0.0	0.001	0.001	0.001	-0.005330	-0.006018	-0.014840	8.66	8.66	8.66	-0.125375	0.120247	-0.136310	0.109312	0.10871100	-0.11902000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02249208	AHRS-CALIBRATION-v2	2020/04/14-11:30:00	2020/04/14-11:30:30	A02249209	68	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.016990	0.004150	-0.006200	8.66	8.66	8.66	-0.153232	0.069647	-0.157309	0.065569	0.06593990	-0.15188199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01555225	AHRS-CALIBRATION-v3	2017/03/27-10:40:19	2017/03/27-10:40:19	A01555226	68	2	OK	0	False	0.0	0.001	0.001	0.001	0.027404	-0.016499	-1.0581	8.66	8.66	8.66	-1.0132	0.9868	-1.0182	0.98182	0.8552	-1.1448																											
A02010177	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02010178	68	3	OK	4.1	False	0.0	0.001	0.001	0.001	0.016990	0.004150	-0.006200	8.66	8.66	8.66	-0.153232	0.069647	-0.157309	0.065569	0.06593990	-0.15188199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435961	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435962	68	4	OK		False	0.0	0.001	0.001	0.001	0.016990	0.004150	-0.006200	8.66	8.66	8.66	-0.153232	0.069647	-0.157309	0.065569	0.06593990	-0.15188199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434068	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434069	68	5	OK		False	0.0	0.001	0.001	0.001	0.016990	0.004150	-0.006200	8.66	8.66	8.66	-0.153232	0.069647	-0.157309	0.065569	0.06593990	-0.15188199																			1	0	0	0	1	0	0	0	1
A02249205	AHRS-CALIBRATION-v2	2016/04/15-12:08:38	2016/04/23-01:07:38	A02249206	68	6	OK	4.1	False	0.0	0.001	0.001	0.001	0.016990	0.004150	-0.006200	8.66	8.66	8.66	-0.153232	0.069647	-0.157309	0.065569	0.06593990	-0.15188199	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434070	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434071	68	7	OK		False																																											
A01555227	AHRS-CALIBRATION-v3	2017/03/28-02:16:56	2017/03/28-02:16:56	A01555228	69	1	OK	0	False	0.0	0.001	0.001	0.001	0.00045083	-0.003095	0.020484	8.66	8.66	8.66	-1.0233	0.97668	-1.0345	0.96547	0.97653	-1.0235																											
A01553672	AHRS-CALIBRATION-v2	2016/06/11-11:08:38	2016/06/12-11:07:38	A01553673	70	1	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.20363	0.11037	-0.195981	0.118019	0.126023	-0.183977	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485777	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01485778	70	2	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.20363	0.11037	-0.195981	0.118019	0.126023	-0.183977	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01998545	AHRS-CALIBRATION-v3	2017/08/07-05:41:23	2017/08/07-05:41:23	A01998546	71	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.015453	-0.00027726	0.0072849	8.66	8.66	8.66	-1.0361	0.96393	-1.0328	0.96724	0.96551	-1.0345	0.99469	0.0033904	-0.0080247	0.0033904	0.98498	-0.00050221	-0.0080247	-0.00050221	1.0207	1	0	0	0	1	0	0	0	1	1.0118	0.01191	0.0021141	0.01191	1.0014	0.0037907	0.0021141	0.0037907	0.98711
A02006111	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02006112	72	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.015870	-0.010033	-0.008090	8.66	8.66	8.66	-0.130906	0.087328	-0.125546	0.092688	0.08113180	-0.12991799	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435963	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435964	72	2	OK		False	0.0	0.001	0.001	0.001	0.015870	-0.010033	-0.008090	8.66	8.66	8.66	-0.130906	0.087328	-0.125546	0.092688	0.08113180	-0.12991799	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434072	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434073	72	3	OK		False																																											
A01555191	AHRS-CALIBRATION-v3	2016/11/14-08:08:38	2016/11/15-05:07:38	A01555192	76	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.013056	0.003972	-0.017292	8.66	8.66	8.66	-0.12767	0.102217	-0.124433	0.105454	0.09197530	-0.1210450	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01521474	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521475	76	2	OK		False	0.0	0.001	0.001	0.001	0.013056	0.003972	-0.017292	8.66	8.66	8.66	-0.12767	0.102217	-0.124433	0.105454	0.09197530	-0.1210450	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02006203	AHRS-CALIBRATION-v3	2017/11/20-04:39:35	2017/11/20-04:39:35	A02006204	77	1	OK	0	False	0.0	0.001	0.001	0.001	0.008687	-0.0040995	-0.0021244	8.66	8.66	8.66	-1.0099	0.99013	-1.0168	0.98325	0.98426	-1.0157	0.96985	-0.002392	-0.0019195	-0.002392	0.9692	-0.0041885	-0.0019195	-0.0041885	1.0639	1	0	0	0	1	0	0	0	1	1.0068	-0.028456	-0.0014137	-0.028456	0.99315	-0.0021445	-0.0014137	-0.0021445	1.001
A02006201	AHRS-CALIBRATION-v3	2017/08/07-05:40:13	2017/08/07-05:40:13	A02006202	77	2	OK	0	False	0.0	0.001	0.001	0.001	0.008687	-0.0040995	-0.0021244	8.66	8.66	8.66	-1.0099	0.99013	-1.0168	0.98325	0.98426	-1.0157	0.96985	-0.002392	-0.0019195	-0.002392	0.9692	-0.0041885	-0.0019195	-0.0041885	1.0639	1	0	0	0	1	0	0	0	1	1.0068	-0.028456	-0.0014137	-0.028456	0.99315	-0.0021445	-0.0014137	-0.0021445	1.001
