TESTOPID	TESTNAME	TESTSTART	TESTEND	PRODUCTTESTID	SERIALNUMBER	REVTIMEORDER	OPERATIONREPORT	FIRMWARE_VERSION	KALMAN_FILTER	MAG_DECL	ACC_GAIN_X	ACC_GAIN_Y	ACC_GAIN_Z	ACC_OFFSET_X	ACC_OFFSET_Y	ACC_OFFSET_Z	GYRO_GAIN_X	GYRO_GAIN_Y	GYRO_GAIN_Z	MAG_XMIN	MAG_XMAX	MAG_YMIN	MAG_YMAX	MAG_ZMIN	MAG_ZMAX	MAG_ROT_XX	MAG_ROT_XY	MAG_ROT_XZ	MAG_ROT_YX	MAG_ROT_YY	MAG_ROT_YZ	MAG_ROT_ZX	MAG_ROT_ZY	MAG_ROT_ZZ	GYRO_ROT_XX	GYRO_ROT_XY	GYRO_ROT_XZ	GYRO_ROT_YX	GYRO_ROT_YY	GYRO_ROT_YZ	GYRO_ROT_ZX	GYRO_ROT_ZY	GYRO_ROT_ZZ	ACC_ROT_XX	ACC_ROT_XY	ACC_ROT_XZ	ACC_ROT_YX	ACC_ROT_YY	ACC_ROT_YZ	ACC_ROT_ZX	ACC_ROT_ZY	ACC_ROT_ZZ
A02010697	AHRS-CALIBRATION-v3	2017/10/23-08:56:11	2017/10/23-08:56:11	A02010698	152	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0075359	-0.0046477	1.2287e-05	8.66	8.66	8.66	-1.0121	0.98793	-1.0061	0.99388	0.98391	-1.0161	0.9646	-0.0091786	0.0039607	-0.0091786	1.0161	0.014124	0.0039607	0.014124	1.0206	1	0	0	0	1	0	0	0	1	0.98599	-0.002467	-0.0084291	-0.002467	0.99454	-0.0056032	-0.0084291	-0.0056032	1.0199
A01521503	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521504	153	1	OK		False	0.0	0.001	0.001	0.001	0.005890	0.000305	-0.050070	8.66	8.66	8.66	-0.116149	0.116831	-0.112260	0.120720	0.1075890	-0.1094540	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557733	AHRS-CALIBRATION-v3	2017/03/24-06:19:55	2017/03/24-06:19:55	A01557734	154	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.003412	-0.0021997	0.017157	8.66	8.66	8.66	-0.98253	1.0175	-1.0768	0.92323	0.96596	-1.034	1.0131	-0.074418	0.0046583	-0.074418	1.0227	0.0015267	0.0046583	0.0015267	0.97042	1	0	0	0	1	0	0	0	1	1.02	0.10276	0.00069068	0.10276	0.97996	0.0049098	0.00069068	0.0049098	1.0112
A02006198	AHRS-CALIBRATION-v2	2016/11/14-08:08:38	2016/11/15-05:07:38	A02006199	156	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.013406	0.013943	-0.037870	8.66	8.66	8.66	-0.130313	0.107731	-0.141984	0.0960599	0.0985464	-0.121526	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01555199	AHRS-CALIBRATION-v3	2016/11/14-08:08:38	2016/11/15-05:07:38	A01555200	156	2	OK	4.1	False	0.0	0.001	0.001	0.001	0.013406	0.013943	-0.037870	8.66	8.66	8.66	-0.130313	0.107731	-0.141984	0.0960599	0.0985464	-0.121526	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01521551	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521552	156	3	OK		False	0.0	0.001	0.001	0.001	0.013406	0.013943	-0.037870	8.66	8.66	8.66	-0.130313	0.107731	-0.141984	0.0960599	0.0985464	-0.121526	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01553706	AHRS-CALIBRATION-v2	2016/06/20-11:08:38	2016/06/21-11:07:38	A01553707	158	1	OK	3.1	False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.155227	0.064982	-0.133383	0.086825	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485969	AHRS-CALIBRATION-v1	2016/06/20-11:08:38	2016/06/21-11:07:38	A01485970	158	2	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.155227	0.064982	-0.133383	0.086825	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436020	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436021	158	3	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.155227	0.064982	-0.133383	0.086825	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02019389	AHRS-CALIBRATION-v3	2018/06/05-12:31:03	2018/06/05-12:31:03	A02019390	160	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.019508	-0.013996	0.0071223	8.66	8.66	8.66	-1.0085	0.99149	-1.0541	0.94588	1.0118	-0.9882	0.98198	-0.011949	0.0064981	-0.011949	0.97353	0.011382	0.0064981	0.011382	1.0464	1	0	0	0	1	0	0	0	1	0.98918	0.17482	-0.0075984	0.17482	1.0282	-0.006979	-0.0075984	-0.006979	1.0137
A01557681	AHRS-CALIBRATION-v2	2017/07/11-09:47:44	2017/07/11-09:47:44	A01557682	161	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.032000	-0.016000	-0.051000	8.66	8.66	8.66	-0.094500	0.124500	-0.101800	0.033600	1	-1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557735	AHRS-CALIBRATION-v3	2017/03/23-01:20:11	2017/03/23-01:20:11	A01557736	162	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.022022	-0.013972	0.052057	8.66	8.66	8.66	-1.0076	0.99245	-1.0508	0.94918	0.9854	-1.0146	1.0214	-0.097681	-0.0039189	-0.097681	1.0172	0.0076544	-0.0039189	0.0076544	0.97144	1	0	0	0	1	0	0	0	1	1.0099	0.36515	-0.031776	0.36515	1.0254	-0.0046178	-0.031776	-0.0046178	1.1094
A01436060	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436061	163	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.211665	0.123387	-0.214559	0.120493	1.00000000	-1.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434154	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434155	163	2	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.211665	0.123387	-0.214559	0.120493	1.00000000	-1.00000000																			1	0	0	0	1	0	0	0	1
A01434156	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434157	163	3	OK		False																																											
A01557737	AHRS-CALIBRATION-v3	2017/03/17-01:26:51	2017/03/17-01:26:51	A01557738	164	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.016214	-0.004309	0.01803	8.66	8.66	8.66	-1.0026	0.99737	-1.0369	0.96312	1.0346	-0.96538	1.027	-0.053345	-0.0060591	-0.053345	1.0142	0.009831	-0.0060591	0.009831	0.96279	1	0	0	0	1	0	0	0	1	0.99686	-0.0011405	-0.011131	-0.0011405	0.99758	-0.0088109	-0.011131	-0.0088109	1.0058
A01557739	AHRS-CALIBRATION-v3	2017/03/17-05:39:25	2017/03/17-05:39:25	A01557740	166	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.025495	-0.010715	0.035788	8.66	8.66	8.66	-1.0246	0.97537	-0.96344	1.0366	1.0075	-0.99251	1.0141	-0.020467	0.0083606	-0.020467	1.0024	0.0069652	0.0083606	0.0069652	0.9843	1	0	0	0	1	0	0	0	1	0.97724	0.21249	-0.0074966	0.21249	1.0101	-0.0047879	-0.0074966	-0.0047879	1.0617
A01436062	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436063	167	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.200206	0.132428	-0.201600	0.131033	1.00000000	-1.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01553611	AHRS-CALIBRATION-v3	2017/02/07-03:33:10	2017/02/07-03:33:10	A01553612	168	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.0053307	0.0046299	-0.00014902	8.66	8.66	8.66	-1.0087	0.99131	-1.0211	0.97893	0.99296	-1.007	0.96579	-0.0028082	0.0017461	-0.0028082	0.96411	0.0048851	0.0017461	0.0048851	1.074	1	0	0	0	1	0	0	0	1	0.992	-0.034474	-0.0034791	-0.034474	1.0099	0.0046749	-0.0034791	0.0046749	0.99943
A01551618	AHRS-CALIBRATION-v1	2017/02/07-03:33:10	2017/02/07-03:33:10	A01551619	168	2	OK		False	0.0	0.001	0.001	0.001	0.0053307	0.0046299	-0.00014902	8.66	8.66	8.66	-1.0087	0.99131	-1.0211	0.97893	0.99296	-1.007	0.96579	-0.0028082	0.0017461	-0.0028082	0.96411	0.0048851	0.0017461	0.0048851	1.074	1	0	0	0	1	0	0	0	1	0.992	-0.034474	-0.0034791	-0.034474	1.0099	0.0046749	-0.0034791	0.0046749	0.99943
A02010699	AHRS-CALIBRATION-v3	2017/10/23-12:49:15	2017/10/23-12:49:15	A02010700	169	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0065322	0.0046328	0.016692	8.66	8.66	8.66	-1.0213	0.9787	-1.0157	0.98429	1.0025	-0.99749	1.0086	-0.0074248	0.0049307	-0.0074248	0.97842	0.020218	0.0049307	0.020218	1.0139	1	0	0	0	1	0	0	0	1	0.98119	-0.0014984	0.0017843	-0.0014984	1.001	0.00060401	0.0017843	0.00060401	1.0181
A01436064	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436065	170	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.165733	0.162250	-0.150448	0.177535	1.00000000	-1.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557741	AHRS-CALIBRATION-v3	2017/03/23-02:05:11	2017/03/23-02:05:11	A01557742	171	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0076636	0.00097648	0.023428	8.66	8.66	8.66	-1.0161	0.98395	-0.945	1.055	1.0054	-0.99457	1.0338	-0.07231	0.0059042	-0.07231	1.0197	0.008004	0.0059042	0.008004	0.95342	1	0	0	0	1	0	0	0	1	1.0084	0.036551	0.017065	0.036551	1.0058	-0.007845	0.017065	-0.007845	0.98755
A02010701	AHRS-CALIBRATION-v3	2017/10/17-06:47:47	2017/10/17-06:47:47	A02010702	172	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.025871	-0.0156	0.0080939	8.66	8.66	8.66	-1.0148	0.98523	-1.021	0.979	1.0211	-0.9789	0.98588	-0.0082348	0.0062762	-0.0082348	1.0069	0.024709	0.0062762	0.024709	1.0081	1	0	0	0	1	0	0	0	1	1.026	0.34759	0.0020125	0.34759	1.0209	-0.01333	0.0020125	-0.01333	1.0794
A01553680	AHRS-CALIBRATION-v2	2016/06/11-11:08:38	2016/06/12-11:07:38	A01553681	173	1	OK	3.1	False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.193465	0.120535	-0.190597	0.123403	0.143662	-0.166338	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485793	AHRS-CALIBRATION-v1	2016/06/11-11:08:38	2016/06/12-11:07:38	A01485794	173	2	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.193465	0.120535	-0.190597	0.123403	0.143662	-0.166338	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557743	AHRS-CALIBRATION-v3	2017/03/24-01:28:26	2017/03/24-01:28:26	A01557744	174	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.026896	-0.010659	0.038205	8.66	8.66	8.66	-1.0094	0.99057	-1.1012	0.89875	1.0191	-0.9809	1.0264	-0.025233	0.0073003	-0.025233	0.99767	0.0098185	0.0073003	0.0098185	0.97733	1	0	0	0	1	0	0	0	1	1.0029	0.23336	-0.006661	0.23336	1.0236	0.0019921	-0.006661	0.0019921	1.0288
A02019387	AHRS-CALIBRATION-v3	2018/06/07-02:34:44	2018/06/07-02:34:44	A02019388	175	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.015516	-0.006259	0.032122	8.66	8.66	8.66	-1.0046	0.99544	-1.0364	0.96362	1.0308	-0.9692	1.0071	-0.0090009	0.0083257	-0.0090009	0.99523	0.02227	0.0083257	0.02227	0.99836	1	0	0	0	1	0	0	0	1	0.99934	0.3147	-0.0010166	0.3147	1.0271	-0.00096749	-0.0010166	-0.00096749	1.0783
A01553708	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A01553709	176	1	OK	3.1	False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.126242	0.108006	-0.147801	0.086447	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436022	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436023	176	2	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.126242	0.108006	-0.147801	0.086447	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02019935	AHRS-CALIBRATION-v3	2018/09/07-02:52:14	2018/09/07-02:52:14	A02019936	177	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0086969	0.0063527	0.045649	8.66	8.66	8.66	-1.003	0.99705	-1.0269	0.97314	1.031	-0.96901	0.99767	-0.0071297	0.0062677	-0.0071297	0.99489	0.020346	0.0062677	0.020346	1.008	1	0	0	0	1	0	0	0	1	1.0115	0.0019769	0.0044631	0.0019769	0.9746	-0.0015414	0.0044631	-0.0015414	1.0145
A01528419	AHRS-CALIBRATION-v1	2016/12/20-08:09:30	2016/12/20-05:09:38	A01528420	178	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	-0.000000	8.66	8.66	8.66	-0.203713	0.096159	-0.198941	0.100931	1.000000	-1.000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557745	AHRS-CALIBRATION-v3	2017/03/23-05:36:31	2017/03/23-05:36:31	A01557746	180	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.023424	-0.0048317	0.037823	8.66	8.66	8.66	-0.97492	1.0251	-1.0623	0.93768	1.0168	-0.98323	1.031	-0.10119	0.004262	-0.10119	1.0295	0.0050089	0.004262	0.0050089	0.95139	1	0	0	0	1	0	0	0	1	1.0203	0.16188	0.0093197	0.16188	1.0127	-0.0019796	0.0093197	-0.0019796	0.99317
A01557747	AHRS-CALIBRATION-v3	2017/03/20-05:17:43	2017/03/20-05:17:43	A01557748	181	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.015444	-0.010953	0.033534	8.66	8.66	8.66	-1.0215	0.97853	-1.0421	0.95786	0.98599	-1.014	1.0018	-0.10073	-0.0044685	-0.10073	1.0221	0.002536	-0.0044685	0.002536	0.98641	1	0	0	0	1	0	0	0	1	1.001	-0.073761	-0.0066814	-0.073761	0.98307	-0.00079301	-0.0066814	-0.00079301	1.0219
A02010703	AHRS-CALIBRATION-v3	2017/10/23-09:13:55	2017/10/23-09:13:55	A02010704	182	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0070248	-0.0029392	0.0080562	8.66	8.66	8.66	-1.0024	0.99756	-1.0283	0.97168	1.0134	-0.98663	0.98671	-0.0068711	0.0034049	-0.0068711	0.98886	0.025021	0.0034049	0.025021	1.0256	1	0	0	0	1	0	0	0	1	1.0188	0.011537	-0.0068695	0.011537	1.0031	-0.0051477	-0.0068695	-0.0051477	0.97873
A01551449	AHRS-CALIBRATION-v1	2017/03/31-10:56:58	2017/03/31-10:56:58	A01551450	183	1	OK		False	0.0	0.001	0.001	0.001	-0.37661	0.21009	-0.12406	8.66	8.66	8.66	-1.0233	0.97671	-1.0381	0.96189	0.99262	-1.0074	0.98929	0.01407	-0.018388	0.01407	0.98187	0.029593	-0.018388	0.029593	1.0309	1	0	0	0	1	0	0	0	1	0.89767	0.12107	-0.053486	0.12107	1.074	0.068261	-0.053486	0.068261	1.0618
A01528438	AHRS-CALIBRATION-v1	2016/12/20-08:08:38	2016/12/20-05:07:38	A01528439	183	2	OK		False	0.0	0.001	0.001	0.001	0.0	0.0	0.0	8.66	8.66	8.66	-0.183842	0.129636	-0.183240	0.130239	0.0	-0.0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01485879	AHRS-CALIBRATION-v1	2016/06/16-11:08:38	2016/06/17-11:07:38	A01485880	183	3	OK		False	0.0	0.001	0.001	0.001	-0.032	0.016	0.051	8.66	8.66	8.66	-0.0	0.0	-0.0	0.0	0.0	-0.0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01557749	AHRS-CALIBRATION-v3	2017/03/22-06:15:48	2017/03/22-06:15:48	A01557750	184	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.024033	-0.012145	0.03354	8.66	8.66	8.66	-0.92665	1.0733	-1.0671	0.93288	1.0424	-0.95756	1.0371	-0.063089	0.0007884	-0.063089	0.99764	0.0078845	0.0007884	0.0078845	0.97028	1	0	0	0	1	0	0	0	1	1.0136	0.295	-0.0037771	0.295	1.0116	0.0014482	-0.0037771	0.0014482	1.0657
A01553710	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A01553711	186	1	OK	3.1	False	2.94000006	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.168211	0.177351	-0.187552	0.158009	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436024	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436025	186	2	OK		False	2.94000006	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.168211	0.177351	-0.187552	0.158009	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436066	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436067	187	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.189736	0.146896	-0.200245	0.136387	1.00000000	-1.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436068	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436069	191	1	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.206186	0.110418	-0.213594	0.103010	1.00000000	-1.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01553712	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A01553713	193	1	OK	3.1	False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.117194	0.097676	-0.123989	0.090881	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01436026	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01436027	193	2	OK		False	0.0	0.001	0.001	0.001	0.000000	0.000000	0.000000	8.66	8.66	8.66	-0.117194	0.097676	-0.123989	0.090881	0.00000000	0.00000000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02019931	AHRS-CALIBRATION-v3	2018/09/07-03:27:21	2018/09/07-03:27:21	A02019932	195	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.013507	-4.9714e-06	0.018438	8.66	8.66	8.66	-1.02	0.98003	-1.0242	0.97578	1.0395	-0.96054	0.97974	-0.012221	0.0061232	-0.012221	1.0191	0.014793	0.0061232	0.014793	1.002	1	0	0	0	1	0	0	0	1	0.99873	0.0090624	0.0019473	0.0090624	0.98738	-0.0098452	0.0019473	-0.0098452	1.0143
A02186170	AHRS-CALIBRATION-v3	2020/03/05-02:00:54	2020/03/05-02:00:54	A02186171	196	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.021484	-0.0098599	0.042987	8.66	8.66	8.66	-0.97673	1.0233	-0.97351	1.0265	0.94284	-1.0572	0.98558	-0.08762	-0.013782	-0.08762	1.0054	0.0085769	-0.013782	0.0085769	1.0173	1	0	0	0	1	0	0	0	1	0.99021	-0.0081447	-0.0020751	-0.0081447	1.0092	-0.0014936	-0.0020751	-0.0014936	1.0008
A01557751	AHRS-CALIBRATION-v3	2017/03/17-02:15:23	2017/03/17-02:15:23	A01557752	196	2	OK	CLB	False	0.0	0.001	0.001	0.001	-0.33023	-0.042367	0.015474	8.66	8.66	8.66	-0.97638	1.0236	-0.97524	1.0248	0.95196	-1.048	1.0014	-0.086947	-0.0083553	-0.086947	1.0244	0.0094969	-0.0083553	0.0094969	0.98217	1	0	0	0	1	0	0	0	1	0.82072	-0.057812	-0.03173	-0.057812	1.1107	-0.003079	-0.03173	-0.003079	1.1023
A02019449	AHRS-CALIBRATION-v3	2018/07/20-12:04:34	2018/07/20-12:04:34	A02019450	197	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0026017	-0.0014277	0.020104	8.66	8.66	8.66	-0.99154	1.0085	-0.99979	1.0002	0.99697	-1.003	0.97779	-0.016439	0.0022688	-0.016439	0.96934	0.0037965	0.0022688	0.0037965	1.0554	1	0	0	0	1	0	0	0	1	0.9921	-0.019109	0.0024518	-0.019109	1.0038	-0.003515	0.0024518	-0.003515	1.0045
A01557753	AHRS-CALIBRATION-v3	2017/03/20-01:52:59	2017/03/20-01:52:59	A01557754	198	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.030309	-0.0090137	0.021132	8.66	8.66	8.66	-0.93284	1.0672	-1.0708	0.9292	0.98722	-1.0128	1.0274	-0.099278	-0.0099434	-0.099278	0.99351	0.01049	-0.0099434	0.01049	0.98946	1	0	0	0	1	0	0	0	1	0.98082	0.13855	-0.047595	0.13855	1.0079	0.013188	-0.047595	0.013188	1.0343
A01557755	AHRS-CALIBRATION-v3	2017/03/24-05:35:12	2017/03/24-05:35:12	A01557756	199	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0056515	-0.0015768	0.031957	8.66	8.66	8.66	-0.9794	1.0206	-1.0728	0.92723	0.9967	-1.0033	1.0221	-0.070276	0.001522	-0.070276	1.0147	0.0097087	0.001522	0.0097087	0.96898	1	0	0	0	1	0	0	0	1	1.0173	0.13344	-0.0055945	0.13344	0.99019	-0.00073571	-0.0055945	-0.00073571	1.0106
A01435973	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435974	200	1	OK		False	0.0	0.001	0.001	0.001	0.004009	-0.000036	-0.043320	8.66	8.66	8.66	-0.086249	0.138676	-0.097197	0.127728	0.13319901	-0.08483540	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434090	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434091	200	2	OK		False	0.0	0.001	0.001	0.001	0.004009	-0.000036	-0.043320	8.66	8.66	8.66	-0.086249	0.138676	-0.097197	0.127728	0.13319901	-0.08483540																			1	0	0	0	1	0	0	0	1
A01434092	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434093	200	3	OK		False																																											
A02005425	AHRS-CALIBRATION-v3	2017/08/29-04:40:40	2017/08/29-04:40:40	A02005426	201	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.012943	0.0011965	0.0088724	8.66	8.66	8.66	-1.0122	0.9878	-1.0476	0.9524	1.0014	-0.99857	0.99069	-0.0084104	0.0038215	-0.0084104	0.99215	0.020657	0.0038215	0.020657	1.0179	1	0	0	0	1	0	0	0	1	0.98753	0.088878	0.014067	0.088878	1.0163	-0.0010773	0.014067	-0.0010773	1.0045
A02005441	AHRS-CALIBRATION-v3	2017/09/01-04:38:56	2017/09/01-04:38:56	A02005442	202	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.019026	-0.0024274	-0.0058034	8.66	8.66	8.66	-1.015	0.98505	-1.0192	0.98084	1.0105	-0.98952	0.98632	-0.012304	0.0074018	-0.012304	0.98005	0.015531	0.0074018	0.015531	1.035	1	0	0	0	1	0	0	0	1	0.96727	-0.0020049	0.0020209	-0.0020049	1.0243	-4.9983e-06	0.0020209	-4.9983e-06	1.0093
A02019383	AHRS-CALIBRATION-v3	2018/06/04-01:28:49	2018/06/04-01:28:49	A02019384	203	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.018294	-0.0015586	0.015201	8.66	8.66	8.66	-1.0152	0.98479	-1.0206	0.9794	1.0242	-0.97581	0.99707	-0.0053748	0.0055793	-0.0053748	0.97839	0.012654	0.0055793	0.012654	1.0253	1	0	0	0	1	0	0	0	1	1.0221	0.0071862	-0.00072968	0.0071862	1.0067	-0.0074303	-0.00072968	-0.0074303	0.97198
A02019451	AHRS-CALIBRATION-v3	2018/07/20-12:50:16	2018/07/20-12:50:16	A02019452	204	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01175	0.0056797	-0.0095974	8.66	8.66	8.66	-1.0263	0.97369	-1.0211	0.97889	0.97531	-1.0247	0.97369	-0.0062461	-0.0018509	-0.0062461	0.96636	0.0012037	-0.0018509	0.0012037	1.0628	1	0	0	0	1	0	0	0	1	0.99657	-0.024115	0.00048552	-0.024115	1.0096	-0.0015101	0.00048552	-0.0015101	0.99446
A02010609	AHRS-CALIBRATION-v3	2017/09/05-06:37:04	2017/09/05-06:37:04	A02010610	205	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0043119	0.0011644	0.0024152	8.66	8.66	8.66	-1.0061	0.99393	-1.0326	0.9674	1.0138	-0.98625	0.98526	-0.0088501	0.0082471	-0.0088501	0.99119	0.021033	0.0082471	0.021033	1.0246	1	0	0	0	1	0	0	0	1	1.0016	0.0031974	0.0016675	0.0031974	0.9926	-0.0034044	0.0016675	-0.0034044	1.0058
