DETOID	DETID	DETTIME	DUID	FLOORID	PMTID	CABLEPOS	DUUPI	DOMUPI	CLBUPI	PMTUPI	DUSER	DOMSER	CLBSER	PMTSER	DOMID
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	9	9	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.3245	22	72	402	3245	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	10	10	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.806	22	72	402	806	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	11	11	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.3300	22	72	402	3300	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	12	12	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1100	22	72	402	1100	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	13	13	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.3276	22	72	402	3276	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	14	14	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.6095	22	72	402	6095	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	15	15	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1102	22	72	402	1102	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	16	16	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1088	22	72	402	1088	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	17	17	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1097	22	72	402	1097	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	18	18	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.6093	22	72	402	6093	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	19	19	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1096	22	72	402	1096	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	20	20	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.3295	22	72	402	3295	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	21	21	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/1.1304	22	72	402	1304	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	22	22	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.807	22	72	402	807	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	23	23	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.6094	22	72	402	6094	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	24	24	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.941	22	72	402	941	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	25	25	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1091	22	72	402	1091	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	26	26	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1081	22	72	402	1081	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	27	27	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.1093	22	72	402	1093	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	28	28	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.838	22	72	402	838	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	29	29	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.3284	22	72	402	3284	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	1	18	30	30	3/DU-A:FR/1.22	3.4/CH22C/4.72	3.4.3.2/V2-2-1/2.402	3.4.2.3/HAMA-R12199/2.5965	22	72	402	5965	808432835
D_ORCA006	49	1/26/2020 5:30:00 PM	2	0	-1	-1	3/DU-B:FR/1.28	3.2.2/B:FR/1.29	3.4.3.2/V2-2-1/2.244	//.	28	29	244		808981515
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	-1	-1	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	//.	28	165	72		808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	0	0	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8906	28	165	72	8906	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	1	1	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5223	28	165	72	5223	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	2	2	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8892	28	165	72	8892	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	3	3	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.3599	28	165	72	3599	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	4	4	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.4743	28	165	72	4743	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	5	5	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.4758	28	165	72	4758	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	6	6	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8891	28	165	72	8891	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	7	7	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8898	28	165	72	8898	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	8	8	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.958	28	165	72	958	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	9	9	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.4741	28	165	72	4741	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	10	10	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8903	28	165	72	8903	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	11	11	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.4748	28	165	72	4748	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	12	12	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.8896	28	165	72	8896	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	13	13	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.3598	28	165	72	3598	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	14	14	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5229	28	165	72	5229	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	15	15	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5225	28	165	72	5225	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	16	16	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5880	28	165	72	5880	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	17	17	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5236	28	165	72	5236	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	18	18	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5228	28	165	72	5228	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	19	19	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5238	28	165	72	5238	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	20	20	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5740	28	165	72	5740	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	21	21	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5230	28	165	72	5230	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	22	22	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5222	28	165	72	5222	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	23	23	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5232	28	165	72	5232	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	24	24	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5240	28	165	72	5240	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	25	25	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5231	28	165	72	5231	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	26	26	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5233	28	165	72	5233	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	27	27	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5226	28	165	72	5226	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	28	28	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5235	28	165	72	5235	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	29	29	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.5739	28	165	72	5739	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	1	30	30	3/DU-B:FR/1.28	3.4/CH55H/1.165	3.4.3.2/V2-2-1/2.72	3.4.2.3/HAMA-R12199/2.3600	28	165	72	3600	808946818
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	-1	-1	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	//.	28	166	529		809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	0	0	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2918	28	166	529	2918	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	1	1	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.3984	28	166	529	3984	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	2	2	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.3977	28	166	529	3977	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	3	3	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2912	28	166	529	2912	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	4	4	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.3988	28	166	529	3988	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	5	5	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2915	28	166	529	2915	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	6	6	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.8904	28	166	529	8904	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	7	7	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.4752	28	166	529	4752	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	8	8	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.8893	28	166	529	8893	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	9	9	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.8895	28	166	529	8895	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	10	10	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.4742	28	166	529	4742	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	11	11	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.8908	28	166	529	8908	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	12	12	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1623	28	166	529	1623	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	13	13	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.5692	28	166	529	5692	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	14	14	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2146	28	166	529	2146	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	15	15	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.5700	28	166	529	5700	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	16	16	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1625	28	166	529	1625	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	17	17	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2156	28	166	529	2156	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	18	18	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2151	28	166	529	2151	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	19	19	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1630	28	166	529	1630	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	20	20	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2145	28	166	529	2145	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	21	21	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1627	28	166	529	1627	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	22	22	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2152	28	166	529	2152	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	23	23	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1628	28	166	529	1628	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	24	24	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.5689	28	166	529	5689	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	25	25	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1629	28	166	529	1629	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	26	26	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2143	28	166	529	2143	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	27	27	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/1.1621	28	166	529	1621	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	28	28	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.5688	28	166	529	5688	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	29	29	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2141	28	166	529	2141	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	2	30	30	3/DU-B:FR/1.28	3.4/CH53H/1.166	3.4.3.2/V2-2-1/2.529	3.4.2.3/HAMA-R12199/2.2158	28	166	529	2158	809006037
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	-1	-1	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	//.	28	167	560		808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	0	0	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.1801	28	167	560	1801	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	1	1	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4273	28	167	560	4273	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	2	2	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4288	28	167	560	4288	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	3	3	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.1807	28	167	560	1807	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	4	4	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4286	28	167	560	4286	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	5	5	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.1823	28	167	560	1823	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	6	6	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.10600	28	167	560	10600	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	7	7	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.2716	28	167	560	2716	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	8	8	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.1825	28	167	560	1825	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	9	9	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4277	28	167	560	4277	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	10	10	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4283	28	167	560	4283	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	11	11	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.4289	28	167	560	4289	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	12	12	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5684	28	167	560	5684	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	13	13	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5685	28	167	560	5685	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	14	14	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.14413	28	167	560	14413	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	15	15	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5680	28	167	560	5680	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	16	16	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.14420	28	167	560	14420	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	17	17	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5681	28	167	560	5681	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	18	18	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.14427	28	167	560	14427	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	19	19	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5679	28	167	560	5679	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	20	20	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5698	28	167	560	5698	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	21	21	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5673	28	167	560	5673	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	22	22	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5699	28	167	560	5699	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	23	23	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5672	28	167	560	5672	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	24	24	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.8886	28	167	560	8886	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	25	25	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.5695	28	167	560	5695	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	26	26	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.8887	28	167	560	8887	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	27	27	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.8882	28	167	560	8882	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	28	28	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/1.1633	28	167	560	1633	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	29	29	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.2855	28	167	560	2855	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	3	30	30	3/DU-B:FR/1.28	3.4/CH51H/1.167	3.4.3.2/V2-2-1/2.560	3.4.2.3/HAMA-R12199/2.8888	28	167	560	8888	808982041
D_ORCA006	49	1/26/2020 5:30:00 PM	2	4	-1	-1	3/DU-B:FR/1.28	3.4/CH49H/1.168	3.4.3.2/V2-2-1/2.126	//.	28	168	126		808979729
D_ORCA006	49	1/26/2020 5:30:00 PM	2	4	0	0	3/DU-B:FR/1.28	3.4/CH49H/1.168	3.4.3.2/V2-2-1/2.126	3.4.2.3/HAMA-R12199/2.5132	28	168	126	5132	808979729
